"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","Pen","ACNC","Int","CLR","CoS","BS","AER","SBON","SBOF","PKM","PKD","OG","GAO","CS"
"*06v0t*","Wilson Isidor","SUN","F","F","170","FA","@BHA Sat 3:00PM","0.88","0.88","34%","-5%","1","0","19","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06ezb*","Micky van de Ven","TOT","D","D","90","FPLL","LIV Sat 5:30PM","0.8","0.8","87%","0%","1","1","90","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0"
"*06mve*","Joshua Zirkzee","MUN","F","F","294","W <small>(Fri)</small>","@AVL Sun 4:30PM","0.77","0.77","15%","-12%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0"
"*070hh*","Christantus Uche","CRY","M","M","419","FA","@LEE Sat 8:00PM","0.74","0.74","1%","0%","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"*06jh3*","Joshua King","FUL","M","M","237","FA","NOT Mon 8:00PM","0.7","0.7","6%","-1%","1","0","10","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1","0"
"*06yxe*","Estevao Willian Almeida de Oliveira Goncalves","CHE","F","F","228","FA","@NEW Sat 12:30PM","0.66","0.66","73%","-4%","1","0","8","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"*04ge6*","Joe Willock","NEW","M","M","357","FA","CHE Sat 12:30PM","0.5","0.5","1%","-5%","1","0","30","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05uor*","Yoane Wissa","NEW","F","F","447","FPLL","CHE Sat 12:30PM","0.28","0.28","93%","+1%","1","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*0521z*","James Justin","LEE","D","D","389","FA","CRY Sat 8:00PM","0.27","0.27","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"*061vk*","Jaidon Anthony","BUR","F","F","113","FA","@BOU Sat 3:00PM","0.24","0.24","73%","-5%","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*061ya*","Brennan Johnson","TOT","F","F","251","feeneya","LIV Sat 5:30PM","0.18","0.18","47%","-4%","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06zce*","Jhon Arias","WOL","M","M","236","FA","BRF Sat 3:00PM","0.18","0.18","16%","-2%","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"*03r8x*","Callum Wilson","WHU","F","F","186","ojag7","@MCI Sat 3:00PM","0.16","0.16","38%","-1%","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*02lnx*","Danny Welbeck","BHA","F","F","119","CTM","SUN Sat 3:00PM","0.14","0.14","88%","-4%","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05udw*","Romaine Mundle","SUN","F","F","442","FA","@BHA Sat 3:00PM","0.12","0.12","0%","0%","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05t6z*","Tim Iroegbunam","EVE","M","M","256","FA","ARS Sat 8:00PM","0.1","0.1","1%","0%","1","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*02lv9*","James Milner","BHA","M","M","324","FA","SUN Sat 3:00PM","0.04","0.04","1%","0%","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06rf9*","Omar Marmoush","MCI","F","F","338","FA","WHU Sat 3:00PM","0.02","0.02","78%","-6%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06zna*","Dan Ndoye","NOT","F","F","166","BukAke","@FUL Mon 8:00PM","0.02","0.02","49%","-9%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05gcp*","Tomas Soucek","WHU","M","M","217","FA","@MCI Sat 3:00PM","0.02","0.02","15%","-1%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*03u2b*","Adama Traore","FUL","F","F","373","FA","NOT Mon 8:00PM","0.02","0.02","10%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*062x7*","Rico Lewis","MCI","D","D","356","FA","WHU Sat 3:00PM","0.02","0.02","8%","-1%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04spq*","Jack Harrison","LEE","M","M","364","FA","CRY Sat 8:00PM","0.02","0.02","3%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05o4c*","Timothy Castagne","FUL","D","D","273","FA","NOT Mon 8:00PM","0.02","0.02","2%","-1%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*061vb*","James Hill","BOU","D","D","290","W <small>(Fri)</small>","BUR Sat 3:00PM","0.02","0.02","1%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06oav*","Guido Rodriguez","WHU","M","M","407","FA","@MCI Sat 3:00PM","0.02","0.02","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06pez*","Mohamadou Kante","WHU","M","M","453","FA","@MCI Sat 3:00PM","0.02","0.02","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06fup*","Jeremy Doku","MCI","M","M","24","BukAke","WHU Sat 3:00PM","0","0","99%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","D","39","CTM","@EVE Sat 8:00PM","0","0","99%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yv*","Cody Gakpo","LIV","F","F","56","CTM","@TOT Sat 5:30PM","0","0","99%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jgi*","Daniel Munoz","CRY","D","D","7","Dank95","@LEE Sat 8:00PM","0","0","98%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rb8*","Moises Caicedo","CHE","M","M","109","EDL4EFL","@NEW Sat 12:30PM","0","0","95%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067zv*","Kevin Schade","BRF","F","F","93","EDL4EFL","@WOL Sat 3:00PM","0","0","93%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nu7*","Riccardo Calafiori","ARS","D","D","29","ojag7","@EVE Sat 8:00PM","0","0","89%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068n8*","Noni Madueke","ARS","M","M","279","W <small>(Fri)</small>","@EVE Sat 8:00PM","0","0","85%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v05*","Jeremie Frimpong","LIV","D","D","371","FA","@TOT Sat 5:30PM","0","0","74%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m5b*","Chris Wood","NOT","F","F","259","EDL4EFL","@FUL Mon 8:00PM","0","0","72%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0524k*","Rodri","MCI","M","M","340","W <small>(Fri)</small>","WHU Sat 3:00PM","0","0","66%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03fgo*","Dominic Solanke","TOT","F","F","420","FA","LIV Sat 5:30PM","0","0","66%","-6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o6h*","Kai Havertz","ARS","F","F","435","CUM","@EVE Sat 8:00PM","0","0","62%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06p4k*","Matthijs de Ligt","MUN","D","D","80","Ekitiki","@AVL Sun 4:30PM","0","0","61%","-7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ylx*","Dejan Kulusevski","TOT","M","M","646","FA","LIV Sat 5:30PM","0","0","52%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y9m*","Maxim De Cuyper","BHA","D","D","194","CTM","SUN Sat 3:00PM","0","0","49%","-7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dx3*","Kieran Trippier","NEW","D","D","226","FA","CHE Sat 12:30PM","0","0","49%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oig*","Liam Delap","CHE","F","F","344","FA","@NEW Sat 12:30PM","0","0","48%","-21%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfm*","Ryan Sessegnon","FUL","M","M","115","EDL4EFL","NOT Mon 8:00PM","0","0","46%","-9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ug0*","Sean Longstaff","LEE","M","M","141","FA","CRY Sat 8:00PM","0","0","40%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhj*","Conor Bradley","LIV","D","D","245","Rozza08","@TOT Sat 5:30PM","0","0","37%","-5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0554i*","Joelinton","NEW","M","M","222","FA","CHE Sat 12:30PM","0","0","36%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w7t*","Pape Sarr","TOT","M","M","168","FA","LIV Sat 5:30PM","0","0","33%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04p0d*","Dwight McNeil","EVE","M","M","388","FA","ARS Sat 8:00PM","0","0","28%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0626q*","Simon Adingra","SUN","M","M","325","FA","@BHA Sat 3:00PM","0","0","26%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06p4j*","Noussair Mazraoui","MUN","D","D","276","W <small>(Fri)</small>","@AVL Sun 4:30PM","0","0","26%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yey*","Max Kilman","WHU","D","D","172","FA","@MCI Sat 3:00PM","0","0","25%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0414o*","James Maddison","TOT","M","M","659","FA","LIV Sat 5:30PM","0","0","25%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05l27*","Jarrad Branthwaite","EVE","D","D","513","FA","ARS Sat 8:00PM","0","0","23%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03frx*","Ola Aina","NOT","D","D","360","FA","@FUL Mon 8:00PM","0","0","21%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vn*","Rodrigo Muniz","FUL","F","F","308","EDL4EFL","NOT Mon 8:00PM","0","0","21%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq8*","James Ward-Prowse","WHU","M","M","318","FA","@MCI Sat 3:00PM","0","0","20%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yr0*","Daniel James","LEE","M","M","323","FA","CRY Sat 8:00PM","0","0","20%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070hj*","Kevin Santos Lopes de Macedo","FUL","F","F","258","FA","NOT Mon 8:00PM","0","0","20%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ye7*","Oscar Bobb","MCI","M","M","268","FA","WHU Sat 3:00PM","0","0","19%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063y7*","Destiny Udogie","TOT","D","D","309","FA","LIV Sat 5:30PM","0","0","19%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o2t*","Niclas Fullkrug","WHU","F","F","321","FA","@MCI Sat 3:00PM","0","0","19%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rma*","Marshall Munetsi","WOL","M","M","167","FA","BRF Sat 3:00PM","0","0","17%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v0s*","Eliezer Mayenda","SUN","F","F","351","FA","@BHA Sat 3:00PM","0","0","17%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfq*","Matt ORiley","BHA","M","M","335","FA","SUN Sat 3:00PM","0","0","17%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v02*","Joel Piroe","LEE","F","F","393","feeneya","CRY Sat 8:00PM","0","0","16%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065ao*","Ethan Nwaneri","ARS","M","M","399","FA","@EVE Sat 8:00PM","0","0","16%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062a9*","Sven Botman","NEW","D","D","227","FA","CHE Sat 12:30PM","0","0","15%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p5*","Levi Colwill","CHE","D","D","540","FA","@NEW Sat 12:30PM","0","0","15%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rec*","Tyrone Mings","AVL","D","D","242","FA","MUN Sun 4:30PM","0","0","14%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yeg*","Tosin Adarabioyo","CHE","D","D","232","FA","@NEW Sat 12:30PM","0","0","14%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lnu*","Lukas Nmecha","LEE","F","F","235","FA","CRY Sat 8:00PM","0","0","14%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lp9*","Kyle Walker","BUR","D","D","164","FA","@BOU Sat 3:00PM","0","0","14%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","M","231","FA","BRF Sat 3:00PM","0","0","13%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043qy*","Lewis Cook","BOU","M","M","358","W <small>(Fri)</small>","BUR Sat 3:00PM","0","0","13%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061ve*","Ryan Christie","BOU","M","M","307","W <small>(Fri)</small>","BUR Sat 3:00PM","0","0","12%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05raa*","Hugo Bueno","WOL","D","D","177","FA","BRF Sat 3:00PM","0","0","12%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu4*","Harry Maguire","MUN","D","D","247","W <small>(Fri)</small>","@AVL Sun 4:30PM","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xjr*","Harvey Elliott","AVL","M","M","418","FA","MUN Sun 4:30PM","0","0","11%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v9d*","Son Heung-Min","TOT","F","F","772","FA","LIV Sat 5:30PM","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06crm*","Pau Torres","AVL","D","D","188","FA","MUN Sun 4:30PM","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge8*","Reiss Nelson","BRF","F","F","415","FA","@WOL Sat 3:00PM","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr8*","Christian Norgaard","ARS","M","M","430","FA","@EVE Sat 8:00PM","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k3*","Jacob Ramsey","NEW","M","M","359","FA","CHE Sat 12:30PM","0","0","7%","-8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03jly*","Andreas Pereira","FUL","M","M","619","FA","NOT Mon 8:00PM","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kwp*","Josh Acheampong","CHE","D","D","250","FA","@NEW Sat 12:30PM","0","0","7%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02yl5*","John Stones","MCI","D","D","328","FA","WHU Sat 3:00PM","0","0","7%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y27*","Loum Tchaouna","BUR","F","F","257","FA","@BOU Sat 3:00PM","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zwj*","Evann Guessand","AVL","F","F","280","FA","MUN Sun 4:30PM","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043c1*","Oleksandr Zinchenko","NOT","D","D","348","FA","@FUL Mon 8:00PM","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zbm*","Cristhian Mosquera","ARS","D","D","305","FA","@EVE Sat 8:00PM","0","0","6%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yld*","Luis Diaz","LIV","F","F","555","FA","@TOT Sat 5:30PM","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mnm*","Marc Guiu","CHE","F","F","361","FA","@NEW Sat 12:30PM","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fhy*","Wilson Odobert","TOT","F","F","278","FA","LIV Sat 5:30PM","0","0","5%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ojf*","Fabio Carvalho","BRF","M","M","378","FA","@WOL Sat 3:00PM","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r2g*","Rio Ngumoha","LIV","F","F","372","FA","@TOT Sat 5:30PM","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gw7*","Jadon Sancho","AVL","M","M","383","FA","MUN Sun 4:30PM","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070ci*","Amine Adli","BOU","F","F","288","W <small>(Fri)</small>","BUR Sat 3:00PM","0","0","4%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exb*","Rasmus Hojlund","MUN","F","F","620","W <small>(Fri)</small>","@AVL Sun 4:30PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03zsq*","Kyle Walker-Peters","WHU","D","D","283","FA","@MCI Sat 3:00PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r9w*","Abdukodir Khusanov","MCI","D","D","347","FA","WHU Sat 3:00PM","0","0","4%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhs*","James Mcatee","NOT","M","M","397","FA","@FUL Mon 8:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zqq*","Jorrel Hato","CHE","D","D","405","FA","@NEW Sat 12:30PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwx*","Santiago Bueno","WOL","D","D","225","FA","BRF Sat 3:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r9h*","Romain Esse","CRY","M","M","437","FA","@LEE Sat 8:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6x*","William Osula","NEW","F","F","326","FA","CHE Sat 12:30PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr1*","Ethan Pinnock","BRF","D","D","369","FA","@WOL Sat 3:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pib*","Manuel Ugarte","MUN","M","M","329","W <small>(Fri)</small>","@AVL Sun 4:30PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y29*","Habib Diarra","SUN","M","M","343","FA","@BHA Sat 3:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcx*","Josh Brownhill","BUR","M","M","518","FA","@BOU Sat 3:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070hn*","Dilane Bakwa","NOT","F","F","366","FA","@FUL Mon 8:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zbp*","Max Dowman","ARS","M","M","394","FA","@EVE Sat 8:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061x2*","Darwin Nunez","LIV","F","F","703","FA","@TOT Sat 5:30PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yi*","Illia Zabarnyi","BOU","D","D","818","W <small>(Fri)</small>","BUR Sat 3:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0649j*","Manuel Akanji","MCI","D","D","468","FA","WHU Sat 3:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nvg*","Jota Silva","NOT","F","F","441","FA","@FUL Mon 8:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mn8*","Rodrigo Gomes","WOL","M","M","310","FA","BRF Sat 3:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04e1k*","Solly March","BHA","M","M","665","FA","SUN Sat 3:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02y6o*","Nathan Ake","MCI","D","D","353","FA","WHU Sat 3:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yu*","Facundo Buonanotte","CHE","M","M","431","FA","@NEW Sat 12:30PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066nn*","Ben Doak","BOU","F","F","398","W <small>(Fri)</small>","BUR Sat 3:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070h9*","Veljko Milosavljevic","BOU","D","D","306","W <small>(Fri)</small>","BUR Sat 3:00PM","0","0","2%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tzt*","Jefferson Lerma","CRY","M","M","249","FA","@LEE Sat 8:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xzc*","Stefanos Tzimas","BHA","F","F","350","FA","SUN Sat 3:00PM","0","0","2%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06329*","Manor Solomon","TOT","F","F","771","FA","LIV Sat 5:30PM","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*057cr*","Kevin Danso","TOT","D","D","261","FA","LIV Sat 5:30PM","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05unu*","Romeo Lavia","CHE","M","M","396","FA","@NEW Sat 12:30PM","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
