"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","Pen","ACNC","Int","CLR","CoS","BS","AER","SBON","SBOF","PKM","PKD","OG","GAO","CS"
"*06uzs*","Tom Tweedy","BUR","F","668","FA","@MCI Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06idv*","Elijah Campbell","EVE","D","465","FA","WHU Mon 8:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kji*","Ollie Harrison","CHE","M","516","W <small>(Fri)</small>","BHA Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nbw*","Jaden Heskey","MCI","F","521","W <small>(Fri)</small>","BUR Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xzm*","Zak Johnson","SUN","D","533","FA","@NOT Sat 5:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070eo*","Jenson Jones","SUN","M","536","FA","@NOT Sat 5:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zqj*","Ethan Laidlaw","BRF","F","550","FA","MUN Sat 12:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nbu*","Stephen Mfuni","MCI","D","577","FA","BUR Sat 3:00PM","0","0","0%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xzj*","David Mota Veiga Teixeira do Carmo","NOT","D","584","FA","SUN Sat 5:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070en*","Oliver Pimlott","BUR","F","614","FA","@MCI Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06s7r*","Freddie Simmonds","BHA","D","645","FA","@CHE Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0700r*","Jimmy Sinclair","NOT","M","646","FA","SUN Sat 5:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mmk*","Marko Stamenic","NOT","M","653","FA","SUN Sat 5:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0700q*","Archie Whitehall","NOT","M","679","FA","SUN Sat 5:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070eq*","Jack Whittaker","SUN","M","680","FA","@NOT Sat 5:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*071xd*","George Brierley","BUR","M","460","W <small>(Fri)</small>","@MCI Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*071xc*","Murray Campbell","BUR","D","466","W <small>(Fri)</small>","@MCI Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*071xe*","Ellis Clark","BUR","M","475","W <small>(Fri)</small>","@MCI Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070ep*","Jayden Jones","SUN","M","535","FA","@NOT Sat 5:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070em*","Marley Leuluai","BUR","M","556","FA","@MCI Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v0r*","Ben Middlemas","SUN","M","579","FA","@NOT Sat 5:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v0w*","Trey Ogunsuyi","SUN","F","598","FA","@NOT Sat 5:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yjz*","Tommy Pilling","LIV","M","613","W <small>(Fri)</small>","@CRY Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*071xf*","Brandon Pouani","BUR","F","616","W <small>(Fri)</small>","@MCI Sat 3:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr1*","Ethan Pinnock","BRF","D","335","FA","MUN Sat 12:30PM","-0.04","-0.04","3%","-0.5%","1","1","73","0","0","0","0","1","1","0","0","0","0","0","4","0","2","3","0","1","0","0","1","3","0"
"*052cb*","Ian Maatsen","AVL","D","308","FA","FUL Sun 2:00PM","-0.13","-0.13","32%","-0.9%","1","0","31","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0"
"*06l4i*","Tyrique George","CHE","F","356","FA","BHA Sat 3:00PM","-2.5","-2.5","2%","+0.2%","1","0","25","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06yb9*","Reinildo Isnard Mandava","SUN","D","122","FA","@NOT Sat 5:30PM","-4.86","-4.86","14%","-7.4%","1","1","32","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
