"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*0521z*","James Justin","LEE","D","D","384","FA","@BRF Sun 4:30PM","5.86","5.86","0%","0%","1","1","68","0","0.0","0","0","0","0","0","3","0","0","0","0","0","0"
"*06p4j*","Noussair Mazraoui","MUN","D","D","267","FA","BOU Mon 8:00PM","5.85","5.85","27%","-3%","1","0","35","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*04qrc*","Raul Jimenez","FUL","F","F","162","FPLL","FUL 1<br/>@BUR 1","5.8","5.8","77%","+8%","1","1","90","0","0.0","0","0","0","0","2","0","1","0","5","2","0","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","D","140","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","5.8","5.8","45%","-1%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*04abn*","Harvey Barnes","NEW","M","M","182","Fsail93","@SUN Sun 2:00PM","5.65","5.65","76%","-3%","1","1","70","0","0.0","0","0","2","1","1","0","0","0","1","0","0","0"
"*06ybp*","Thierno Barry","EVE","F","F","237","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","5.62","5.62","37%","+6%","1","1","86","0","0.0","0","0","2","0","1","0","0","0","1","0","0","0"
"*05nt6*","Eberechi Eze","ARS","M","M","61","BMB","WOL Sat 8:00PM","5.57","5.57","100%","0%","1","1","71","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*0327r*","Michael Keane","EVE","D","D","20","feeneya","EVE 0<br/>@CHE 2 F","5.55","5.55","68%","+4%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*06mw0*","Nikola Milenkovic","NOT","D","D","141","feeneya","TOT Sun 2:00PM","5.55","5.55","49%","-5%","1","1","90","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*06v0t*","Wilson Isidor","SUN","F","F","158","FA","NEW Sun 2:00PM","5.49","5.49","35%","-4%","1","1","62","0","0.0","0","0","1","1","1","0","0","0","1","1","0","0"
"*05y5b*","Freddie Potts","WHU","M","M","297","FA","AVL Sun 2:00PM","5.49","5.49","3%","-1%","1","1","87","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*02lm7*","Jack Grealish","EVE","M","M","46","ojag7","EVE 0<br/>@CHE 2 F","5.48","5.48","97%","0%","1","1","79","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04ge7*","Donyell Malen","AVL","F","F","202","BukAke","@WHU Sun 2:00PM","5.48","5.48","35%","+1%","1","1","74","0","0.0","0","0","5","1","0","0","0","0","0","0","0","1"
"*06c4o*","Lyle Foster","BUR","F","F","209","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","5.48","5.48","16%","-1%","1","1","74","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*070hq*","Piero Hincapie","ARS","D","D","314","joester1","WOL Sat 8:00PM","5.45","5.45","51%","+9%","1","1","90","0","0.0","0","0","0","0","2","0","1","0","5","0","0","0"
"*04adp*","Aaron Wan-Bissaka","WHU","D","D","194","FA","AVL Sun 2:00PM","5.3","5.3","53%","+6%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*0554i*","Joelinton","NEW","M","M","206","FA","@SUN Sun 2:00PM","5.3","5.3","37%","-3%","1","1","90","0","0.0","0","0","1","0","1","1","0","0","1","0","0","0"
"*05gcs*","Sander Berge","FUL","M","M","156","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","5.3","5.3","5%","-1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05trb*","Bryan Mbeumo","MUN","F","F","23","BMB","BOU Mon 8:00PM","5.26","5.26","100%","0%","1","1","88","0","0.0","0","0","3","2","2","2","1","0","5","0","0","0"
"*06ybq*","Chemsdine Talbi","SUN","F","F","196","FA","NEW Sun 2:00PM","5.24","5.24","8%","+1%","1","1","62","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*063y7*","Destiny Udogie","TOT","D","D","303","FA","@NOT Sun 2:00PM","5.23","5.23","19%","-4%","1","1","84","0","0.0","0","0","1","0","1","1","1","0","4","1","0","0"
"*05a6e*","Neco Williams","NOT","D","D","60","EDL4EFL","TOT Sun 2:00PM","5.05","5.05","87%","-4%","1","1","90","0","0.0","0","0","0","0","3","2","0","0","3","0","0","0"
"*0700t*","Omar Alderete","SUN","D","D","104","BMB","NEW Sun 2:00PM","5.05","5.05","54%","-2%","1","1","90","0","0.0","0","0","0","0","2","0","1","0","5","0","0","0"
"*038ze*","Alex Iwobi","FUL","M","M","88","Rozza08","FUL 1<br/>@BUR 1","4.97","4.97","97%","+1%","1","1","86","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*062oh*","Jake OBrien","EVE","D","D","63","EDL4EFL","EVE 0<br/>@CHE 2 F","4.8","4.8","35%","+2%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jgr*","Maxime Esteve","BUR","D","D","114","joester1","FUL 1<br/>@BUR 1","4.8","4.8","13%","+1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y59*","Noah Sadiki","SUN","M","M","160","FA","NEW Sun 2:00PM","4.8","4.8","5%","0%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*06onx*","Jean-Clair Todibo","WHU","D","D","242","FA","AVL Sun 2:00PM","4.8","4.8","2%","0%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070g9*","Soungoutou Magassa","WHU","M","M","311","FA","AVL Sun 2:00PM","4.74","4.74","1%","0%","1","1","67","0","0.0","0","0","0","0","2","1","1","0","5","0","0","0"
"*06yb7*","Gabriel Gudmundsson","LEE","D","D","125","joester1","@BRF Sun 4:30PM","4.65","4.65","21%","0%","1","0","20","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*06yxe*","Estevao Willian Almeida de Oliveira Goncalves","CHE","F","F","216","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","4.6","4.6","73%","-4%","1","1","45","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*06jgi*","Daniel Munoz","CRY","D","D","3","Dank95","MCI Sun 2:00PM","4.55","4.55","98%","-2%","1","1","90","0","0.0","0","0","0","0","2","0","0","0","2","1","0","0"
"*03r8x*","Callum Wilson","WHU","F","F","173","ojag7","AVL Sun 2:00PM","4.54","4.54","42%","+2%","1","1","77","0","0.0","0","0","1","0","2","1","0","0","2","0","0","0"
"*05y7c*","Archie Gray","TOT","M","M","369","FA","@NOT Sun 2:00PM","4.43","4.43","2%","0%","1","1","59","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*03yr0*","Daniel James","LEE","M","M","319","FA","@BRF Sun 4:30PM","4.4","4.4","20%","-1%","1","1","45","0","0.0","0","0","0","0","0","1","0","0","0","1","0","0"
"*06ezb*","Micky van de Ven","TOT","D","D","79","FPLL","@NOT Sun 2:00PM","4.3","4.3","87%","0%","1","1","90","0","0.0","0","0","1","0","2","0","1","0","5","0","0","0"
"*0700u*","Bafode Diakite","BOU","D","D","155","CUM","@MUN Mon 8:00PM","4.3","4.3","22%","-1%","1","1","90","0","0.0","0","0","1","0","2","2","0","0","2","0","0","0"
"*050jq*","Marc Guehi","CRY","D","D","2","Ekitiki","MCI Sun 2:00PM","4.2","4.2","98%","0%","1","1","90","0","0.0","0","0","0","0","2","2","1","0","5","0","0","0"
"*05oig*","Liam Delap","CHE","F","F","339","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","4.18","4.18","48%","-21%","1","0","34","0","0.0","0","0","1","1","2","1","0","0","2","0","0","0"
"*070hj*","Kevin Santos Lopes de Macedo","FUL","F","F","254","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","4.16","4.16","20%","-4%","1","0","8","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*052h5*","Gabriel Martinelli","ARS","M","M","306","FA","WOL Sat 8:00PM","4.12","4.12","61%","+1%","1","1","56","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*06195*","Tyler Dibling","EVE","M","M","406","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","4.08","4.08","2%","0%","1","0","9","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05omu*","Ruben Dias","MCI","D","D","41","FPLL","@CRY Sun 2:00PM","4.05","4.05","91%","+3%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*06zbm*","Cristhian Mosquera","ARS","D","D","296","FA","WOL Sat 8:00PM","4.05","4.05","6%","-4%","1","1","90","0","0.0","0","0","0","0","1","0","1","0","4","0","0","0"
"*06y27*","Loum Tchaouna","BUR","F","F","253","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","3.98","3.98","7%","0%","1","1","74","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051kl*","Emiliano Buendia","AVL","M","M","166","FA","@WHU Sun 2:00PM","3.96","3.96","35%","+7%","1","1","53","0","0.0","0","0","0","0","2","2","0","0","2","0","0","0"
"*06zqk*","David Moller Wolfe","WOL","D","D","285","FA","@ARS Sat 8:00PM","3.92","3.92","2%","0%","1","1","76","0","0.0","0","0","0","0","2","0","1","0","5","0","0","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","M","174","FA","@NOT Sun 2:00PM","3.88","3.88","13%","-1%","1","0","29","0","0.0","0","0","0","0","2","0","0","0","2","0","0","0"
"*04spw*","James Garner","EVE","M","M","37","joester1","EVE 0<br/>@CHE 2 F","3.8","3.8","78%","0%","1","1","90","0","0.0","0","0","1","0","0","2","0","0","0","0","0","0"
"*06zna*","Dan Ndoye","NOT","F","F","152","BukAke","TOT Sun 2:00PM","3.8","3.8","52%","-6%","1","1","45","0","0.0","0","0","1","0","0","0","0","0","0","1","0","0"
"*064a0*","Wilfried Gnonto","LEE","F","F","340","FA","@BRF Sun 4:30PM","3.8","3.8","15%","0%","1","1","45","0","0.0","0","0","0","0","1","3","0","0","1","0","0","0"
"*03dyx*","Josh Laurent","BUR","M","M","265","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","3.68","3.68","1%","0%","1","0","14","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr9*","Mathias Jensen","BRF","M","M","264","FA","LEE Sun 4:30PM","3.68","3.68","1%","0%","1","1","84","0","0.0","0","0","0","0","2","0","0","0","2","0","0","0"
"*0639x*","Marcus Tavernier","BOU","M","M","87","BukAke","@MUN Mon 8:00PM","3.65","3.65","96%","0%","1","1","90","0","0.0","0","0","3","0","0","1","1","0","3","0","0","0"
"*068yt*","Sasa Lukic","FUL","M","M","189","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","3.57","3.57","15%","-3%","1","0","21","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070g8*","Nicolo Savona","NOT","D","D","198","Fsail93","TOT Sun 2:00PM","3.55","3.55","12%","-9%","1","1","90","0","0.0","0","0","2","1","3","0","0","0","3","0","0","0"
"*051k3*","Jacob Ramsey","NEW","M","M","350","FA","@SUN Sun 2:00PM","3.51","3.51","9%","-7%","1","0","18","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*06v0g*","Trai Hume","SUN","D","D","67","BukAke","NEW Sun 2:00PM","3.42","3.42","65%","-2%","1","0","26","0","0.0","0","0","0","0","1","0","1","0","4","0","0","0"
"*04ge9*","Eddie Nketiah","CRY","F","F","286","FA","MCI Sun 2:00PM","3.42","3.42","14%","+5%","1","0","51","0","0.0","0","0","4","0","1","2","1","0","4","1","0","0"
"*03hff*","Josh Cullen","BUR","M","M","90","Rozza08","FUL 1<br/>@BUR 1","3.35","3.35","56%","-2%","1","1","80","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*05o8o*","Jayden Bogle","LEE","D","D","163","FA","@BRF Sun 4:30PM","3.05","3.05","17%","-1%","1","1","90","0","0.0","0","0","0","0","1","2","0","0","1","0","0","0"
"*04io4*","Richarlison","TOT","F","F","100","Dank95","@NOT Sun 2:00PM","2.93","2.93","83%","+3%","1","1","59","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04sat*","Emile Smith Rowe","FUL","M","M","245","feeneya","FUL 1<br/>@BUR 1","2.92","2.92","36%","+8%","1","0","21","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*067ys*","Jack Hinshelwood","BHA","M","M","290","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","2.91","2.91","7%","-1%","1","0","33","0","0.0","0","0","0","0","2","0","0","0","2","0","0","0"
"*06eo0*","Lesley Ugochukwu","BUR","M","M","204","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","2.83","2.83","3%","0%","1","0","29","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lav*","Ethan Ampadu","LEE","D","D","207","FA","@BRF Sun 4:30PM","2.8","2.8","4%","0%","1","1","90","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*06mgp*","Luis Guilherme","WHU","M","M","412","FA","AVL Sun 2:00PM","2.42","2.42","1%","0%","1","0","21","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6z*","Tim Iroegbunam","EVE","M","M","252","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","2.4","2.4","1%","0%","1","1","45","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rh9*","David Brooks","BOU","M","M","240","FA","@MUN Mon 8:00PM","2.36","2.36","13%","-2%","1","0","18","0","0.0","0","0","1","1","1","1","1","0","4","0","0","0"
"*06rpm*","Mateus Mane","WOL","F","F","402","FA","@ARS Sat 8:00PM","2.24","2.24","0%","0%","1","0","12","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*06v51*","Jaka Bijol","LEE","D","D","276","FA","@BRF Sun 4:30PM","2.15","2.15","1%","0%","1","0","45","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*070fa*","Xavi Simons","TOT","M","M","205","CUM","@NOT Sun 2:00PM","2.08","2.08","72%","+11%","1","0","29","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*02lp5*","Adam Smith","BOU","D","D","323","FA","@MUN Mon 8:00PM","2.08","2.08","1%","0%","1","1","79","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y9z*","Martin Zubimendi","ARS","M","M","86","Fsail93","WOL Sat 8:00PM","2.02","2.02","90%","0%","1","1","56","0","0.0","0","0","0","0","1","0","1","0","4","0","0","0"
"*05w7t*","Pape Sarr","TOT","M","M","154","FA","@NOT Sun 2:00PM","1.99","1.99","34%","-3%","1","0","12","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05akv*","Tyrick Mitchell","CRY","D","D","34","BMB","MCI Sun 2:00PM","1.93","1.93","98%","0%","1","1","84","0","0.0","0","0","0","0","2","1","0","0","2","0","0","0"
"*0687c*","Carlos Alcaraz","EVE","M","M","291","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","1.9","1.9","27%","-7%","1","0","45","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*06mx0*","Leny Yoro","MUN","D","D","195","FA","BOU Mon 8:00PM","1.81","1.81","21%","-2%","1","1","53","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*046c5*","Jarrod Bowen","WHU","F","F","38","Rozza08","AVL Sun 2:00PM","1.8","1.8","100%","0%","1","1","90","0","0.0","0","0","3","0","1","2","0","0","1","1","0","0"
"*063hu*","Amadou Onana","AVL","M","M","185","FA","@WHU Sun 2:00PM","1.78","1.78","14%","+1%","1","0","14","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06zce*","Jhon Arias","WOL","M","M","231","FA","@ARS Sat 8:00PM","1.72","1.72","16%","-2%","1","1","86","0","0.0","0","0","2","0","2","0","1","0","5","1","0","0"
"*04o82*","Curtis Jones","LIV","M","M","248","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","1.68","1.68","16%","+6%","1","0","14","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05748*","Ismaila Sarr","CRY","M","M","142","CUM","MCI Sun 2:00PM","1.64","1.64","91%","-1%","1","1","37","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o2t*","Niclas Fullkrug","WHU","F","F","318","FA","AVL Sun 2:00PM","1.62","1.62","19%","-1%","1","0","11","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*05ocl*","Ollie Watkins","AVL","F","F","137","ojag7","@WHU Sun 2:00PM","1.6","1.6","98%","+1%","1","0","35","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*070hp*","Randal Kolo Muani","TOT","F","F","332","Fsail93","@NOT Sun 2:00PM","1.55","1.55","45%","-4%","1","1","90","0","0.0","0","0","4","0","2","1","1","0","5","0","0","0"
"*05r9b*","Martin Odegaard","ARS","M","M","268","Fsail93","WOL Sat 8:00PM","1.54","1.54","99%","0%","1","0","32","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rf9*","Omar Marmoush","MCI","F","F","331","FA","@CRY Sun 2:00PM","1.52","1.52","79%","-4%","1","0","1","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*061vp*","Brenden Aaronson","LEE","M","M","131","CTM","@BRF Sun 4:30PM","1.52","1.52","33%","+1%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06clt*","Justin Kluivert","BOU","M","M","278","feeneya","@MUN Mon 8:00PM","1.36","1.36","63%","-3%","1","0","18","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4h*","Lamare Bogarde","AVL","D","D","336","FA","@WHU Sun 2:00PM","1.27","1.27","0%","0%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge6*","Joe Willock","NEW","M","M","352","FA","@SUN Sun 2:00PM","1.26","1.26","2%","-4%","1","0","18","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05raa*","Hugo Bueno","WOL","D","D","161","FA","@ARS Sat 8:00PM","1.24","1.24","12%","-3%","1","0","12","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04p0d*","Dwight McNeil","EVE","M","M","383","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","1.18","1.18","28%","0%","1","0","9","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*06fhy*","Wilson Odobert","TOT","F","F","270","FA","@NOT Sun 2:00PM","1.08","1.08","5%","0%","1","0","29","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*03yqz*","Joe Rodon","LEE","D","D","59","ojag7","@BRF Sun 4:30PM","1.05","1.05","47%","-2%","1","1","90","0","0.0","0","0","0","0","0","0","1","0","3","0","0","0"
"*04ge8*","Reiss Nelson","BRF","F","F","410","FA","LEE Sun 4:30PM","1.03","1.03","9%","0%","1","0","14","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rlj*","Patrick Dorgu","MUN","D","D","187","FA","BOU Mon 8:00PM","1.02","1.02","49%","-4%","1","0","1","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05udw*","Romaine Mundle","SUN","F","F","440","FA","NEW Sun 2:00PM","1.02","1.02","0%","0%","1","0","26","0","0.0","0","0","0","0","3","1","1","0","6","0","0","0"
"*04fk6*","Bernardo Silva","MCI","M","M","217","CUM","@CRY Sun 2:00PM","0.91","0.91","63%","-4%","1","1","88","0","0.0","0","0","1","0","2","0","1","0","5","0","0","0"
"*060wh*","Alejandro Garnacho","CHE","M","M","203","FPLL","EVE 0<br/>@CHE 2 F","0.9","0.9","69%","0%","1","0","45","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06fwi*","Carlos Baleba","BHA","M","M","233","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0.85","0.85","20%","-1%","1","0","5","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*070hd*","Tolu Arokodare","WOL","F","F","333","FA","@ARS Sat 8:00PM","0.79","0.79","1%","0%","1","0","2","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0703h*","Arnaud Kalimuendo","NOT","F","F","416","FA","TOT Sun 2:00PM","0.78","0.78","1%","0%","1","0","14","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*02lpf*","Ross Barkley","AVL","M","M","344","FA","@WHU Sun 2:00PM","0.74","0.74","1%","0%","1","0","12","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f6o*","Will Hughes","CRY","M","M","316","FA","MCI Sun 2:00PM","0.72","0.72","1%","0%","1","0","11","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05t6y*","Hannibal Mejbri","BUR","M","M","309","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","0.68","0.68","1%","0%","1","1","59","0","0.0","0","0","2","0","1","2","1","0","4","0","0","0"
"*04gw7*","Jadon Sancho","AVL","M","M","379","FA","@WHU Sun 2:00PM","0.67","0.67","5%","0%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zbz*","Hugo Ekitike","LIV","F","F","70","Fsail93","BHA 0<br/>@LIV 2 F","0.67","0.67","96%","+1%","1","0","21","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*05gvx*","Armando Broja","BUR","F","F","371","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","0.66","0.66","3%","+1%","1","0","8","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sd*","Myles Lewis-Skelly","ARS","D","D","417","BMB","WOL Sat 8:00PM","0.65","0.65","57%","+28%","1","0","45","0","0.0","0","0","0","0","1","1","1","0","4","0","0","0"
"*068n8*","Noni Madueke","ARS","M","M","271","FPLL","WOL Sat 8:00PM","0.64","0.64","87%","+2%","1","0","32","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05mxa*","Joel Veltman","BHA","D","D","328","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0.6","0.6","1%","0%","1","0","5","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tqz*","Rico Henry","BRF","D","D","360","FA","LEE Sun 4:30PM","0.55","0.55","1%","0%","1","0","15","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ib6*","Tawanda Chirewa","WOL","M","M","445","FA","@ARS Sat 8:00PM","0.4","0.4","0%","0%","1","0","20","0","0.0","0","0","0","0","3","1","0","0","3","0","0","0"
"*062pl*","Lisandro Martinez","MUN","D","D","423","FA","BOU Mon 8:00PM","0.39","0.39","6%","0%","1","0","7","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu5*","Andrew Robertson","LIV","D","D","258","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0.33","0.33","18%","-5%","1","0","4","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070ho*","Lutsharel Geertruida","SUN","D","D","295","FA","NEW Sun 2:00PM","0.31","0.31","1%","0%","1","0","3","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061y6*","Ryan Yates","NOT","M","M","326","FA","TOT Sun 2:00PM","0.3","0.3","1%","0%","1","0","15","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06dwm*","Jacob Bruun Larsen","BUR","F","F","275","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","0.28","0.28","2%","0%","1","0","14","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0666p*","Kobbie Mainoo","MUN","M","M","376","FA","BOU Mon 8:00PM","0.27","0.27","6%","0%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xza*","Eli Kroupi","BOU","F","F","232","EDL4EFL","@MUN Mon 8:00PM","0.18","0.18","26%","-8%","1","0","9","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*03sbh*","Enes Unal","BOU","F","F","385","FA","@MUN Mon 8:00PM","0.18","0.18","1%","0%","1","0","9","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*070cj*","Noah Okafor","LEE","F","F","169","Ekitiki","@BRF Sun 4:30PM","0.14","0.14","30%","-2%","1","0","7","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rm8*","Mathys Tel","TOT","F","F","302","FA","@NOT Sun 2:00PM","0.08","0.08","24%","-1%","1","0","4","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","M","167","FA","LEE Sun 4:30PM","0.08","0.08","7%","-1%","1","0","4","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhs*","James Mcatee","NOT","M","M","391","FA","TOT Sun 2:00PM","0.08","0.08","4%","0%","1","0","4","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kx1*","Justin Devenny","CRY","M","M","370","FA","MCI Sun 2:00PM","0.08","0.08","1%","0%","1","0","4","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*06fvn*","Beto","EVE","F","F","244","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","0.04","0.04","29%","-2%","1","0","2","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*05o4c*","Timothy Castagne","FUL","D","D","263","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","0.04","0.04","2%","-1%","1","0","2","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mdn*","Anthony Gordon","NEW","M","M","201","ojag7","@SUN Sun 2:00PM","0.02","0.02","97%","+1%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cms*","Sandro Tonali","NEW","M","M","136","Ekitiki","@SUN Sun 2:00PM","0.02","0.02","83%","-2%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tig*","Fabian Schar","NEW","D","D","175","feeneya","@SUN Sun 2:00PM","0.02","0.02","67%","-4%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcp*","Tomas Soucek","WHU","M","M","200","FA","AVL Sun 2:00PM","0.02","0.02","15%","-1%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02yl5*","John Stones","MCI","D","D","324","FA","@CRY Sun 2:00PM","0.02","0.02","7%","-1%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05l8q*","Cole Palmer","CHE","M","M","277","BMB","EVE 0<br/>@CHE 2 F","0","0","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yz*","Matheus Cunha","MUN","F","F","149","FPLL","BOU Mon 8:00PM","0","0","99%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03aqp*","Mohamed Salah","LIV","F","F","65","Fsail93","BHA 0<br/>@LIV 2 F","0","0","99%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","D","27","CTM","WOL Sat 8:00PM","0","0","99%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0558w*","William Saliba","ARS","D","D","146","ojag7","WOL Sat 8:00PM","0","0","96%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uoc*","Cristian Romero","TOT","D","D","74","BukAke","@NOT Sun 2:00PM","0","0","94%","+4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
